added_at,id,name,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
2018-03-07T22:20:49Z,4XLsbz8G82sC5Py5Scuoo9,Le luci di Roma,Ermal Meta,0.417,0.334,222933,0.556,2.33e-06,6,0.102,-5.715,1,0.0372,131.307,0.348
2018-03-07T22:20:46Z,4SUpoND0KK6QwOXLaeMAoT,9 primavere,Ermal Meta,0.0817,0.398,226347,0.521,0,1,0.111,-7.221,0,0.0914,147.88,0.285
2018-03-07T22:20:44Z,4CjZPBBzvwopkZSAjz600P,Mi salvi chi può,Ermal Meta,0.0792,0.528,352667,0.417,0.0162,1,0.0863,-7.834,0,0.0342,123.927,0.0796
2018-03-06T20:53:31Z,2UayhrAGiC76K13UON0LV9,Campi Di Grano,La Fame Di Camilla,0.0217,0.46,208280,0.751,0.000217,8,0.125,-5.997,1,0.0336,143.985,0.764
2018-03-06T20:50:31Z,0JvtiFsvabu9IEyJErIkfq,Buio E Luce,La Fame Di Camilla,0.0536,0.494,204933,0.714,0,0,0.412,-5.644,0,0.0363,150.018,0.73
2018-02-26T17:56:36Z,2gYBLjehWb0RHAOZgb4jfu,Demons,Jacob Lee,0.153,0.438,251833,0.537,0,3,0.171,-4.392,0,0.0275,157.919,0.286
2018-02-26T17:43:59Z,2eCy2bKTU2eHLXt5h9wjf1,Armenia,Joan Thiele,0.0208,0.757,177830,0.625,0.000885,0,0.369,-6.956,1,0.0433,112.069,0.274
2018-02-25T14:30:49Z,0RsekH57LexeI1dfFklfVR,Explosion,Seafret,0.389,0.499,154667,0.566,0,11,0.115,-8.016,0,0.0338,113.37,0.148
2018-02-24T19:35:01Z,1OQK8nkdhvneqYEIdjHjlQ,Semplice,Fabrizio Moro,0.0273,0.594,175933,0.898,0,5,0.191,-4.718,0,0.0569,107.959,0.525
2018-02-24T19:31:39Z,5O3sVyP1yBcWGCjU5a0jjr,Giocattoli,Fabrizio Moro,0.0599,0.533,214480,0.72,0,9,0.141,-4.986,1,0.0294,120.151,0.234
2018-02-24T19:25:39Z,6EdRFIVylBK7PUWjZ6QsXj,Sono anni che ti aspetto,Fabrizio Moro,0.048,0.516,235160,0.762,2.23e-06,11,0.144,-5.519,1,0.0322,133.967,0.227
2018-02-24T13:49:13Z,32DGGj6KlNuBr6WaqRxpxi,How Long,Charlie Puth,0.189,0.849,198237,0.581,3.61e-06,1,0.0805,-5.243,0,0.0767,110.008,0.779
2018-02-22T16:48:33Z,0v9W4BfBwrxFLzRqWnqXPZ,Underdressed,VÉRITÉ,0.322,0.549,234202,0.539,1.42e-06,10,0.126,-5.38,1,0.0317,136.128,0.243
2018-02-22T16:41:57Z,34i4yxPrHWquuR4kjiivFO,Somebody Else,VÉRITÉ,0.201,0.674,233077,0.593,0.000529,11,0.209,-6.47,0,0.0582,116.995,0.464
2018-02-21T19:40:58Z,06N8lKsYVmbKe0B6fPGkCb,L'Isola,Emma,0.00966,0.581,257694,0.697,0.000122,6,0.0871,-10.733,1,0.0303,125.023,0.604
2018-02-20T18:20:35Z,7hRM2EHbeVZl4fPSK2XxOO,Bye bye,Annalisa,0.0115,0.64,176400,0.58,0,9,0.0938,-6.211,0,0.0357,123.04,0.192
2018-02-20T00:12:31Z,4ojzCtH1oOVOFQD5ZqPfwd,Portami via,Fabrizio Moro,0.0605,0.514,195733,0.462,0,10,0.102,-7.266,1,0.0328,125.543,0.301
2018-02-19T23:16:58Z,6yLfWaYKa2pvxm8VNCFzbQ,La louze,Shanguy,0.246,0.803,201570,0.808,0.000266,10,0.174,-5.03,0,0.123,119.995,0.357
2018-02-17T15:10:29Z,7jqDzXJS0K0Re8uphYNit0,Sick Boy,The Chainsmokers,0.104,0.548,193893,0.58,0,11,0.127,-7.524,0,0.121,180.066,0.462
2018-02-17T14:35:05Z,7uRMkzfsl1RtcP4893CjyL,Rien ne va plus,Ermal Meta,0.00154,0.685,183920,0.827,0,1,0.164,-5.29,0,0.0332,118.018,0.504
2018-02-16T19:53:19Z,5AEt1JRuzsv7ip4frOvQrE,Pensa - Sanremo 2007,Fabrizio Moro,0.117,0.681,226064,0.786,0,0,0.0665,-5.534,1,0.0335,91.991,0.633
2018-02-15T21:44:27Z,2Imq77E6CEJR5TPUxlJvTY,All The Stars (with SZA),Kendrick Lamar,0.0548,0.532,232187,0.642,0.000246,5,0.0991,-4.891,0,0.111,193.016,0.536
2018-02-15T21:39:13Z,5hM6sP0Gh1jD57drszNueC,For You (Fifty Shades Freed) (& Rita Ora),Liam Payne,0.0188,0.483,244293,0.799,0,2,0.226,-4.567,0,0.0366,112.946,0.171
2018-02-15T20:36:05Z,5s9WCK62CTEW6VFZzMQXEd,Libero,Fabrizio Moro,0.122,0.627,193515,0.813,0,1,0.126,-5.081,1,0.0274,139.949,0.736
2018-02-15T18:45:40Z,29eZ3b1mfZIwOMQMdRFNZ0,Mercy,Madame Monsieur,0.0688,0.654,239267,0.54,0.000104,4,0.579,-7.004,0,0.0477,97.004,0.169
2018-02-15T18:14:16Z,5JdNxTlf7FvfNNjJB7LAIr,Andiamo,Fabrizio Moro,0.0504,0.702,167840,0.859,0,0,0.115,-3.949,1,0.0843,119.985,0.874
2018-02-14T21:08:10Z,1JZErJA1U19cl6LxykcUSS,Open up Your Eyes,Daniel Mallender,0.286,0.391,134133,0.463,0.0153,8,0.112,-10.13,1,0.0535,109.979,0.17
2018-02-14T14:32:55Z,4SIQp1Al4Q8ZsKdqI1OFaA,She's Madonna,Robbie Williams,0.215,0.666,256574,0.889,1.4e-06,5,0.0783,-4.295,0,0.0337,123.994,0.635
2018-02-14T13:24:37Z,1V5u2MEJXS4XpZOCKQ9y6C,Happyland,Måns Zelmerlöw,0.05,0.402,200000,0.461,0,2,0.0503,-5.14,0,0.0458,127.393,0.356
2018-02-13T20:01:16Z,16nSEFdi7oZdQfOKgjr4JW,Lettera a mio padre,Ermal Meta,0.00949,0.503,233053,0.828,0,9,0.0847,-4.69,0,0.041,98.048,0.528
2018-02-11T14:26:00Z,554Cnj9FKhRGABIxSaGJGG,Una Vita In Vacanza,Lo Stato Sociale,0.137,0.637,233947,0.916,0,10,0.0969,-4.147,1,0.101,135.013,0.665
2018-02-11T14:16:04Z,0YBbqRe8qsWleM9cmBo77z,Il mago,Mudimbi,0.252,0.798,187624,0.807,0,1,0.0816,-5.057,0,0.182,99.062,0.76
2018-02-11T13:42:53Z,6dNtIe63iTj60GXprm8H4j,Il mondo prima di te,Annalisa,0.352,0.527,218093,0.445,0,4,0.109,-8.966,1,0.0388,129.726,0.0842
2018-02-10T15:57:55Z,35JwSMQXtHyTKPTcpXF07P,Il ballo delle incertezze,Ultimo,0.445,0.654,205833,0.76,0,3,0.064,-5.058,1,0.185,144.098,0.413
2018-02-09T22:45:29Z,1oMYET9xQB8XpxwTt2c5Dz,Non mi avete fatto niente,Ermal Meta,0.309,0.568,208080,0.89,0,6,0.207,-4.612,1,0.0554,90.025,0.644
2018-02-09T14:44:20Z,4fZ7nNMi4W7wRABFUebKuy,"Frida (mai, mai, mai)",The Kolors,0.0436,0.577,211200,0.744,0,6,0.215,-5.499,0,0.0487,77.001,0.603
2018-02-05T13:32:50Z,2zkXavDV9dw8uR0pfhsBt2,Casual Affair,Panic! At The Disco,0.0002,0.508,197693,0.858,0.000113,5,0.186,-5.309,0,0.0557,147.059,0.385
2018-02-05T13:32:50Z,4NTL7fT4eqfPao94lmqth2,Far Too Young to Die,Panic! At The Disco,0.00217,0.676,197467,0.756,3.08e-05,7,0.104,-6.528,0,0.0446,126.98,0.543
2018-02-05T13:32:49Z,5Q4H1XkVHxQjnrHCUpS61d,Nicotine,Panic! At The Disco,0.000912,0.592,186600,0.891,0.000128,5,0.25,-4.766,0,0.0522,127.955,0.571
2018-02-03T10:45:15Z,1LhMopPAallLeaeNutqbgS,Say Something,Justin Timberlake,0.103,0.707,278893,0.632,1.09e-05,10,0.0841,-7.031,1,0.0789,97.04,0.372
2018-02-02T13:06:58Z,6lOWoTqVnAWXchddtTH31W,Leave a Light On,Tom Walker,0.0153,0.586,185863,0.624,1.78e-06,5,0.133,-5.946,1,0.113,68.976,0.267
2018-01-31T23:36:47Z,6QE6yqYTQuFvJp8GQcrtTl,Voyage voyage,Kate Ryan,0.000926,0.566,184587,0.951,0.000517,8,0.338,-3.197,0,0.0352,129.954,0.259
2018-01-31T21:07:04Z,5XZyIOvleZYTh0DD399M90,tous les mêmes,Stromae,0.195,0.68,210933,0.651,0.00228,5,0.276,-9.113,0,0.141,110.018,0.652
2018-01-31T21:07:03Z,6LXRvh3S8TB5P1PKy4lY1S,Alors On Danse - Radio Edit,Stromae,0.0994,0.79,206067,0.59,0.00203,1,0.065,-9.206,0,0.0793,119.951,0.714
2018-01-31T20:57:06Z,1yJZwBqTyGTB7mz8nZyiel,Barcelona,George Ezra,0.293,0.629,188960,0.577,0.00115,5,0.109,-9.306,1,0.0306,93.997,0.171
2018-01-31T20:41:40Z,09TcIuH1ZO7i4vicWKoaN2,Papaoutai,Stromae,0.0241,0.733,232147,0.818,0,10,0.0636,-7.222,0,0.0859,116.019,0.253
2018-01-31T20:41:39Z,2O8TNbYoAiTZR8N9CU9BAG,Papaoutai,Natalia Nykiel,0.234,0.693,220827,0.846,0,6,0.274,-5.279,0,0.0596,121.062,0.641
2018-01-31T20:40:21Z,1vELwZM3uBYWd8HrtddD4l,Bella,Maître Gims,0.0873,0.781,226480,0.944,0.0795,9,0.117,-2.64,0,0.0615,103.003,0.965
2018-01-26T17:37:53Z,1QO9k34FcHXGqdMUWjH1Rn,Over Again,Mike Shinoda,0.0592,0.586,230537,0.766,0.000307,0,0.126,-7.492,0,0.0694,145.064,0.126
2018-01-26T17:32:34Z,5uUx2PVuJrQ9eM18wQP0GO,Watching As I Fall,Mike Shinoda,0.0116,0.522,211144,0.856,0,1,0.263,-5.969,1,0.0769,80.027,0.686
2018-01-22T20:36:49Z,1g7zNtcGrWt8gcBRwDQEkf,Gold,Nick Murphy / Chet Faker,0.397,0.502,285256,0.507,0.000744,1,0.151,-9.296,1,0.0707,139.931,0.21
2018-01-22T19:38:29Z,1mFIijOY4YE9iTlfPJUmaq,Bridges (feat. Fjøra),Generdyn,0.0267,0.535,240000,0.559,0.000159,2,0.0672,-6.566,0,0.0265,100.02,0.177
2018-01-21T09:59:21Z,6t44iU80A0h8WQ7vc4OoRj,Fake Happy,Paramore,0.076,0.734,235707,0.626,6.54e-06,7,0.168,-5.685,1,0.0458,98.559,0.44
2018-01-20T23:49:13Z,3fJaqjV813edLN5wrxUPkc,Strangers,Sigrid,0.00584,0.755,233726,0.722,0.00104,7,0.0746,-6.097,1,0.038,115.03,0.133
2018-01-18T17:51:18Z,4zvDLnHbKhi4OmSF7zO6Nm,Oprócz Błękitnego Nieba - Wersja Akustyczna,Golden Life,0.123,0.515,277213,0.672,0.0011,3,0.0963,-9.691,0,0.0464,171.919,0.264
2018-01-18T17:44:28Z,4QvRsDjHDB0l5NVdG1uZr8,Jeśli Wiesz Co Chcę Powiedzieć,Nosowska,0.00379,0.596,185027,0.528,0,5,0.345,-7.079,1,0.0299,120.16,0.204
2018-01-13T11:56:01Z,2LsPLKGRcTvqdIvIThag92,Lava,Francesca Michielin,0.136,0.862,182360,0.595,0.000467,7,0.0741,-9.16,1,0.2,104.969,0.152
2018-01-11T21:57:24Z,6epvwUINain4iSHCTWA0sj,The Village,Wrabel,0.534,0.55,230293,0.363,0,5,0.128,-7.326,1,0.0336,121.94,0.286
2018-01-11T21:56:50Z,1wgqttlPacpvmX5DKVboOa,Paper Planes,M.I.A.,0.0254,0.541,205200,0.854,0.000125,2,0.651,-6.196,1,0.155,86.044,0.454
2018-01-02T23:07:10Z,7BpYWzZwrsljT1eIjb0TqR,Told You So,Paramore,0.0029,0.639,188947,0.814,2.98e-05,2,0.0529,-5.632,0,0.0385,123.922,0.904
2018-01-01T14:53:56Z,2BpBgGDyko7wzwIXSxjiUB,Gli ostacoli del cuore - feat. Ligabue,Elisa,0.189,0.517,266747,0.773,3.14e-06,4,0.151,-5.638,1,0.0395,155.965,0.544
2018-01-01T14:53:14Z,3KXfXZNNGdYUmHbDOCCLeK,La notte vola,Lorella Cuccarini,0.368,0.725,206600,0.818,2.46e-05,5,0.119,-7.497,1,0.0471,122.777,0.909
2017-12-30T17:06:13Z,6uIPtaOGrfptWMVwQ3wrU5,Amnezja,Pawbeats,0.467,0.49,219063,0.708,0,4,0.141,-10.134,0,0.382,134.571,0.292
2017-12-20T21:07:02Z,6tqzOYuE3lrNVPDgtF3MjM,Youth,Daughter,0.889,0.401,253013,0.535,0.00667,0,0.116,-11.09,1,0.0407,146.515,0.436
2017-12-20T20:58:16Z,64xJ1MMFxxK6osZxJH857T,Waves,Dean Lewis,0.163,0.518,241292,0.776,0,11,0.0884,-5.791,0,0.0444,156.894,0.387
2017-12-19T22:33:25Z,5EYg1Kb2TzWonZhA2yxVsL,Stay,Hall & Bates,0.856,0.404,197743,0.346,0,7,0.0765,-8.153,0,0.0638,84.979,0.257
2017-12-19T22:27:44Z,1uZswvpSomn1xZmtuBZRF3,Black Sky,Arrows to Athens,0.00377,0.429,257373,0.825,0.733,10,0.145,-5.265,0,0.04,146.063,0.269
2017-12-19T22:18:24Z,0zx0lMlvLgFKt2EQZ1SHRC,Secrets,Lukr,0.0471,0.551,214318,0.552,0,4,0.271,-8.398,0,0.0388,131.948,0.29
2017-12-19T22:11:21Z,6GlxNO3XgcxZkSo2y07yd1,Umbrella,Fly By Midnight,0.255,0.658,195566,0.563,0,0,0.349,-8.645,1,0.0306,106.024,0.613
2017-12-18T22:08:15Z,4Pslf0rV8BsQVYmXjdei37,Zostań,Kortez,0.614,0.601,246772,0.363,0.666,9,0.11,-11.691,0,0.0359,130.081,0.211
2017-12-13T23:44:13Z,42uRX4xo8qvHl1CnOoed82,Euforia,Pawbeats,0.0753,0.51,203920,0.804,9.16e-05,7,0.0842,-8.186,1,0.0403,129.036,0.316
2017-12-09T13:43:58Z,7C5Jk5c6Y1LWbXCcPS6ATS,Faking It - Radio Edit,Calvin Harris,0.124,0.78,227877,0.579,0,9,0.111,-4.709,0,0.0609,120.036,0.417
2017-12-04T22:35:35Z,3A6wCRe6QoH7Ea5JMpnRB8,Dancing With Our Hands Tied,Taylor Swift,0.0604,0.624,211507,0.691,1.1e-05,0,0.138,-6.686,0,0.196,160.024,0.284
2017-12-04T22:35:34Z,0cdQJyb7pZJMw9obUd8lue,So It Goes...,Taylor Swift,0.122,0.574,227907,0.61,1.1e-06,2,0.13,-7.283,1,0.0732,74.957,0.374
2017-12-02T10:23:17Z,3YU6vJbjYUG0tiJyXf9x5V,Him & I,G-Eazy,0.0534,0.589,268867,0.731,0,2,0.308,-6.343,1,0.0868,87.908,0.191
2017-11-25T13:20:49Z,5lWSsGJ5X7SHWnhuuVNDob,Perdere la testa,J-AX,0.0478,0.465,224707,0.667,0,3,0.105,-7.5,1,0.0686,78.929,0.341
2017-11-25T13:14:00Z,5DtoXFQvulLjrMORIrJCp6,Devi morire,J-AX,0.21,0.607,253107,0.704,0,5,0.109,-5.794,0,0.249,165.747,0.76
2017-11-22T09:32:51Z,7KHdSeolVwwPsAm4lGwaa4,Adios Paranoia - Radio Edit,Negrita,0.0542,0.6,200408,0.881,0,7,0.0957,-5.909,1,0.0375,124.373,0.757
2017-11-20T17:46:11Z,2o3SSTS3FoZ5m8HCVvBca7,Io non abito al mare,Francesca Michielin,0.319,0.442,193379,0.762,1.61e-05,0,0.0901,-4.219,1,0.0973,148.65,0.298
2017-11-20T17:12:55Z,2Jehj4Cvt1DTkJVRDkVFq2,Slow Dancing in a Burning Room,John Mayer,0.573,0.668,242000,0.361,0.00506,1,0.0805,-8.69,0,0.0273,134.15,0.288
2017-11-15T08:11:40Z,7iIDxSFNVhgSg5UnEPgjJq,Ona to ziomal,PlanBe,0.216,0.714,208691,0.785,0,10,0.116,-4.294,0,0.0393,132.081,0.613
2017-11-14T21:13:22Z,5km7HRh6Cgu5aIl7MktPRX,Tinder Love,PlanBe,0.689,0.664,244661,0.732,0,8,0.253,-5.667,0,0.339,115.675,0.392
2017-11-14T21:09:07Z,1Z2AA0OGvbJHQwNbQmBRpO,Kolor,PlanBe,0.205,0.682,212459,0.659,0,10,0.105,-8.074,0,0.193,123.073,0.232
2017-11-13T22:41:39Z,59Q1AAWmcKB33V9EmNe6Ce,Manekin,Quebonafide feat. Hary,0.79,0.709,165387,0.417,0,1,0.107,-12.883,0,0.301,120.107,0.497
2017-11-13T18:59:03Z,2DfCT4g6zbdZmAfSbjKM9e,Hollywood$,PlanBe,0.666,0.54,220916,0.599,1.96e-06,6,0.387,-8.128,0,0.161,87.944,0.329
2017-11-08T22:01:21Z,03U87iLxIu0MonYKasaKVe,Circles,EDEN,0.661,0.353,274668,0.495,1.05e-05,2,0.0923,-6.722,1,0.0364,132.638,0.161
2017-11-06T22:31:51Z,4EtChAAurQDG6fHyDPMuwr,Tańcząc w Ciemnościach,Planet ANM / EljotSounds,0.205,0.477,259560,0.597,0,1,0.164,-8.631,0,0.0447,131.964,0.0876
2017-11-06T22:29:49Z,0aqyW2FNMXyQcldNO7rHtO,Mentalista feat. Miuosh & Mam na Imię Aleksander,EljotSounds,0.0846,0.419,254266,0.663,1.03e-06,9,0.324,-7.88,0,0.337,94.036,0.195
2017-11-06T19:36:05Z,3cuRIW5XcYEcWyWpBjIXHP,Glory,Dermot Kennedy,0.0327,0.551,222173,0.604,0,2,0.0836,-7.448,1,0.0434,76.514,0.18
2017-11-01T15:49:37Z,442JOVF2wnuJqNuxAyrheV,You Only Live Once -everlasting-,Wataru Hatano,0.371,0.517,283227,0.762,0,7,0.114,-7.306,1,0.0334,125.997,0.0559
2017-10-30T21:55:55Z,0hybX1nrnKplaVfhkTZYau,Kiss the Sky,Machine Gun Kelly,0.00218,0.609,187493,0.669,4.16e-06,0,0.126,-8.777,1,0.17,126.151,0.044
2017-10-30T10:58:56Z,0ofbQMrRDsUaVKq2mGLEAb,Havana,Camila Cabello,0.186,0.768,216897,0.517,3.8e-05,7,0.104,-4.323,0,0.0312,104.992,0.418
2017-10-29T21:49:13Z,2Pet492PHE6ntVncylsQ1k,My Song,Alessia Cara,0.0283,0.543,242173,0.697,0,8,0.368,-4.68,1,0.0505,103.083,0.581
2017-10-29T21:44:27Z,3ArYVrRb0lDBLzuJJqIXzC,River Of Tears,Alessia Cara,0.928,0.388,254507,0.372,0,6,0.146,-5.72,1,0.0468,89.701,0.285
2017-10-15T21:15:53Z,2fmCA13dwQQOGBIbIOWRiJ,LA Devotee,Panic! At The Disco,0.00043,0.49,196520,0.848,8.49e-06,9,0.0665,-5.05,1,0.0645,175.998,0.698
2017-10-04T20:28:52Z,08Au1yIJyLHXzYaymSv82H,Pachidermi e pappagalli,Francesco Gabbani,0.0216,0.69,202440,0.909,0,7,0.155,-1.885,1,0.0632,119.959,0.681
2017-09-30T17:27:33Z,04pjfS3YIK6gXjxi1zHeZa,Legends Never Die (feat. Against the Current),League of Legends,0.00786,0.498,235000,0.598,0,4,0.111,-6.638,0,0.0377,140.078,0.0573
2017-09-28T22:29:45Z,1DFnEeH1a4zUh4pIRzopEF,20 Percent Cooler,Ken Ashcorp,0.000368,0.555,192000,0.732,0.0202,7,0.452,-6.697,1,0.336,125.091,0.703
2017-09-27T11:16:54Z,2vngcJm3pogrgon3Cx0Nfh,Splende,Annalisa,0.0223,0.605,203653,0.762,0,2,0.273,-4.155,0,0.0274,102.508,0.599
2017-09-27T10:54:53Z,1OmcAT5Y8eg5bUPv9qJT4R,rockstar,Post Malone,0.128,0.58,218320,0.531,0.000127,5,0.143,-6.631,0,0.0776,159.786,0.141
2017-09-26T21:33:26Z,7dgR2p0TD0s71XZqvvL6sr,Una Chiave,Caparezza,0.0304,0.7,245613,0.929,0.000909,3,0.101,-4.642,1,0.0487,95.016,0.684
2017-09-14T22:14:01Z,0S9r7W4L7N72G3yXeZd5li,Voodoo Love,Ermal Meta,0.222,0.509,230030,0.693,0,0,0.118,-6.787,1,0.0318,87.178,0.546
2017-09-14T19:55:38Z,7nZmah2llfvLDiUjm0kiyz,Friends (with BloodPop®),Justin Bieber,0.00459,0.744,189467,0.739,0,8,0.306,-5.35,1,0.0387,104.99,0.649
2017-09-14T19:29:26Z,79cuOz3SPQTuFrp8WgftAu,There's Nothing Holdin' Me Back,Shawn Mendes,0.381,0.857,199440,0.8,0,2,0.0913,-4.035,1,0.0583,121.996,0.966
2017-09-11T17:27:51Z,5JbI3K7aRGhygFAoB3vNg3,New Rules,Ben Woodward,0.498,0.704,208748,0.614,6.3e-06,5,0.24,-8.427,0,0.0485,115.928,0.386
2017-09-07T16:35:01Z,39wHJyoHNlaFEFUKlDzNo3,Got It Bad,LEISURE,0.00839,0.793,205602,0.468,0.0786,11,0.0689,-10.054,1,0.0408,96.0,0.534
2017-09-07T16:09:36Z,0SsP7gCmOC9eMld6QWjB7f,I Help You Hate Me,Sunrise Avenue,0.000179,0.624,189653,0.663,0,7,0.438,-5.141,1,0.029,103.078,0.467
2017-09-07T16:04:45Z,1bhnF7ddAquPs1S1lwk3ef,Where's My Love (feat. Lily Kershaw) - French Version,SYML,0.924,0.429,247827,0.2,0.0081,0,0.106,-12.981,0,0.031,103.777,0.148
2017-09-07T16:03:37Z,3XRDrBtoCJAMDQJgSzJ9WT,Where's My Love,SYML,0.853,0.598,202107,0.343,0.0219,0,0.123,-11.04,0,0.025,103.984,0.419
2017-09-07T15:55:16Z,3xn7cwof2Srt3CRjvLfrXa,Fear of the Water,SYML,0.954,0.475,245813,0.208,0.883,7,0.118,-17.635,0,0.0299,93.029,0.152
2017-09-06T14:19:21Z,7Cia4WzapwjMr0NUQF8vf3,Oceans,Seafret,0.274,0.404,216187,0.48,8.63e-06,9,0.132,-8.906,0,0.0303,129.162,0.2
2017-09-04T20:04:46Z,3oqjaZFdEq0yMKxrXBSq8x,Alone Made of Ice,Maldito,0.693,0.393,332948,0.469,0,8,0.166,-8.723,0,0.043,175.588,0.0598
2017-09-03T13:41:15Z,19WjVVgXjdKXfLXoaDPwTM,...Ready For It?,Taylor Swift,0.0573,0.616,208198,0.77,0,2,0.159,-6.5,1,0.142,160.049,0.412
2017-09-01T11:57:46Z,5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,Arctic Monkeys,0.136,0.464,183956,0.417,0.022,0,0.0974,-9.345,0,0.0256,67.528,0.479
2017-08-25T13:14:39Z,6uFsE1JgZ20EXyU0JQZbUR,Look What You Made Me Do,Taylor Swift,0.213,0.773,211859,0.68,1.57e-05,9,0.122,-6.378,0,0.141,128.062,0.497
2017-08-25T12:41:14Z,1CnPYaKxTVb4LWOtiGOm0m,All Time Low,Jon Bellion,0.0584,0.617,217603,0.567,0,0,0.0933,-4.188,1,0.0828,90.246,0.505
2017-08-23T15:26:48Z,4YvUOe8q9N2kQ5aflrezTs,Eyelids,PVRIS,0.216,0.449,307067,0.624,0.00178,4,0.137,-8.284,0,0.032,75.95,0.09
2017-08-22T22:08:47Z,4U9arGcc4ATa7shChhLQP0,Walk On Water,Thirty Seconds To Mars,0.000115,0.494,188228,0.778,0,8,0.0904,-7.041,1,0.0359,139.963,0.406
2017-08-21T23:32:11Z,4LuPJkrWnQ7j7FUZkpRIEk,24 Floors,The Maine,0.126,0.564,223062,0.732,0,9,0.365,-6.298,0,0.0284,83.972,0.282
2017-08-21T20:37:49Z,6nvRLsMrOAGTYWGOIAUSfS,Where Do We Go from Here?,Ruelle,0.895,0.261,196334,0.397,0.00217,9,0.0715,-7.898,0,0.0313,150.176,0.152
2017-08-21T20:36:16Z,69El8bwwxvL6MKfDCwdRHR,The Other Side,Ruelle,0.89,0.252,251347,0.317,9.46e-05,6,0.139,-8.199,0,0.0381,76.809,0.16
2017-08-20T15:00:50Z,7eBtmw3nmUU1feJ9R4GPej,Paper Love,Allie X,0.104,0.569,197673,0.685,0.0014,1,0.0674,-6.086,0,0.0812,189.938,0.372
2017-08-18T23:20:28Z,5aFQU3VPCQ3YGfKBA4tLfj,1-800-273-8255,Logic,0.568,0.627,250173,0.572,1.52e-06,5,0.198,-7.738,0,0.0373,100.041,0.361
2017-08-16T18:33:33Z,0wxBC9DKXHDlx90qhBamZo,Ember,Katherine McNamara,0.0241,0.595,227774,0.757,0.000814,1,0.0708,-6.954,0,0.0712,108.043,0.329
2017-08-13T23:18:28Z,0ygOBx60exSPPvnI4sS28r,Silhouette,Aquilo,0.728,0.239,230417,0.419,0,1,0.0394,-8.443,1,0.0475,83.529,0.11
2017-08-12T19:13:58Z,4iLqG9SeJSnt0cSPICSjxv,Attention,Charlie Puth,0.0969,0.774,211475,0.626,3.12e-05,3,0.0848,-4.432,0,0.0432,100.041,0.777
2017-08-11T22:32:20Z,4Q2RNIMYicMFOHJsqUhPHK,"A Million on My Soul (Radio Edit) - From ""Valerian and the City of a Thousand Planets""",Alexiane,0.0553,0.621,177176,0.871,0.000758,9,0.114,-4.802,0,0.0438,84.988,0.518
2017-08-08T19:39:12Z,2a0u6wN15zIfSzgfhbsjd1,Chodź,Taco Hemingway,0.42,0.849,208653,0.549,0,9,0.193,-7.44,1,0.262,140.029,0.496
2017-08-07T17:37:41Z,2TCNbQYtrOCzDM4Rrawhxz,Weathered,Jack Garratt,0.104,0.405,274693,0.519,6.24e-05,0,0.085,-7.419,1,0.0467,112.044,0.296
2017-08-07T16:27:54Z,2ekn2ttSfGqwhhate0LSR0,New Rules,Dua Lipa,0.00261,0.762,209320,0.7,1.56e-05,9,0.153,-6.021,0,0.0694,116.073,0.608
2017-08-07T14:17:26Z,1wC93sZRGcTgKLN2UWRSwW,Perfect Places,Lorde,0.00289,0.621,221874,0.574,3.04e-05,1,0.128,-5.325,0,0.0555,104.344,0.537
2017-08-02T19:12:11Z,0XSw5n5ZOivgHTGBPcwqqT,Hack3d By GH05T 2.0,PRO8L3M,0.0791,0.804,236129,0.555,0,0,0.104,-7.6,1,0.0609,124.031,0.311
2017-08-02T19:08:55Z,1ucI8YPfwua7WybOjOjy9T,Molly,PRO8L3M,0.371,0.808,251400,0.783,0,9,0.174,-5.212,1,0.0882,139.941,0.108
2017-08-02T18:54:23Z,1r6acDB1yktcjeWIjrHNRh,Błąd,Łona I Webber,0.18,0.942,185943,0.507,7.33e-06,11,0.0752,-8.516,0,0.407,117.031,0.368
2017-08-01T12:52:50Z,5gqcOwKXxGTth8CUfN8woT,Brave,Riley Pearce,0.569,0.505,247793,0.409,0.00228,4,0.153,-10.588,0,0.0304,116.05,0.228
2017-08-01T10:37:55Z,5SUmNRjUaxONHha1l3wwUo,Where's My Love - Alternate Version,SYML,0.904,0.376,248333,0.219,0.0194,0,0.108,-11.805,0,0.0319,103.719,0.159
2017-07-31T21:30:36Z,1AU7nfy6iBbNt7rrgSglOZ,Nostalgia,Taco Hemingway,0.64,0.839,229187,0.462,0,1,0.0823,-9.5,0,0.225,104.977,0.471
2017-07-31T16:34:05Z,0BpqRe4V2t3EIln48L1ZEQ,35,Taco Hemingway,0.404,0.264,144547,0.672,0.17,0,0.0781,-9.204,0,0.271,74.204,0.166
2017-07-31T16:23:13Z,0G7EOUEIh1cox6mPZktdMH,Dele,Taco Hemingway,0.437,0.838,207960,0.45,0,0,0.168,-9.634,1,0.24,93.978,0.49
2017-07-31T15:59:13Z,2Z07zp7rbrWfIRbYeaQnWL,Tlen,Taco Hemingway,0.452,0.823,281933,0.37,6.74e-05,7,0.0693,-10.28,1,0.204,106.982,0.0669
2017-07-30T21:11:51Z,1A8ll0hlEhNelL6oQjvzoe,Fire N Gold,Bea Miller,0.00409,0.539,211867,0.855,0,6,0.329,-5.447,1,0.0428,143.987,0.406
